Unnamed: 0,Buyer,Country,Email,Phone,Website,Address,Status,GTIP,Description,Invoices,USD
5088.0,EKEN HANDELS GMBH.,ALMANYA,,,,,,Profiller | İçi boş profiller,SARI BİTİM PROFİLİ D-İK AÇILI,1,"$35,381"
5089.0,ALMATİ MOBİLYA COMPANY LTD.,IRAK,,,,,,Profiller,"HPS 2120HLP A00 600*PASPAS KENAR PROFİLİ/, PRES, PAHLI L, 1.3X21X20MM | HPS 2314ELP A01*PASPAS KENAR PROFİLİ, EL/OKSAL, PAHLI L, 1.2X23X14 | HPS 3919HTP A00*PASPAS ARA PROFİLİ, PRES/, PAHLI T, 1.3X39X18.5MM | HPSE2 39194BHTP A0021*PASPAS A8ARA PROFİL�2 �, PRES, PAHLI T, 1.3X39X18.5MM,HPS 2120HLP A00 600*PASPAS KENAR PR+OFİLİ, PRES, PAHLI L, 1.3X21X20MM",1,"$35,368"
5090.0,ZAMİRA LAMA,ARNAVUTLUK,"[""zamiralamal@gmail.com""]","[""0684459653""]",,"[""Fshati Arrameras, Rruga e Durresit ndertese private 1 kateshe zona kadastrale 1042, me nr.pasurie 326/59, Durres-Fushe Kruje""]",,Profiller,18 MM.ALÜMİNYUM PİLİSE KASA PROFİLİ-18 M/M.ALÜMİNYUM.PİLİSE KANAT PROFİLİ,4,"$35,364"
5091.0,NEDİM COMERC DOO,KARADAĞ,,,,,,Profiller,"10 E2MM AL4BÜM. ME21RDİVEN B8AAS. PROF. 22 50 CM,25*25 ALÜM. MERDİVEN KÖŞEBENTİ 250 CM,40 MM ALÜM. KAPLAMALI GEÇİŞ PROFİLİ,10 MM ALÜM.TIRNAKLI FAYANS BİTİM PRF.270 CM,10 MM PARLAK ALUM.DIŞ KÖŞE FAYANS ÇITASI,10 MM EKO ALÜM. FAYANS ÇITASI 270 CM,12 MM ALÜM. FAY. BİTİM PROFİLİ-PARLAK,12 MM ALÜM.TIRNAKLI FAYANS BİTİM PRF.270 CM,8 MM ALÜM. FAY. BİTİM PROFİLİ-PAR",2,"$35,355"
5092.0,PROBATEC AG,ALMANYA,,,,,,Profiller,"ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",10,"$35,317"
5093.0,INTEGRA INTERNATIONAL BV,HOLLANDA,,,,,,Profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER(BOYASIZ,ISI YALITIMI İÇERMEYEN)",1,"$35,303"
5094.0,VİADUKT TREJD DOOEL GOSTİVAR,KUZEY MAKEDONYA CUMHURİYETİ,"[""viadukt.trejd@gmail.com""]","[""+38978200203"",""+38976242464""]","[""https://viadukt-trejd.com.mk/""]","[""Vasil Vasilevski 15, Gostivar, Republic of North Macedonia""]",,Profiller,,1,"$35,283"
5095.0,ARTEK BLUE WHITE TECHNOLOGY LTD,İSRAİL,,,,,,Profiller,"ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [208.00 AD] | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [402.00 AD] | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [7.00 AD]",1,"$35,274"
5096.0,"GVA LIGHTING, INC.",KANADA,,,,,,İçi boş profiller,ALÜMİNYUM ELOKSALLI - PROFİL | ALÜMİNYUM ELOKSALLI -PROFİL,2,"$35,268"
5097.0,ECO RAAM,BELÇİKA,,,,,,Profiller,28 E2MM.AL4BÜMİNY21UM PLİSE8A KASA PROF�2 �Lİ-28 MM.ALÜMİNYUM PLİSE KANAT PROFİLİ-ALUMINYUM SURME TEKLI RAY PRO+FİLİ-ALUMINYUM SURME KANAT PROFİLİ | 28 MM.EŞİKSİZ PROFİL-İ ELOKSAL,8,"$35,264"
5098.0,DIVERTISS SARL,FAS,,,,,,Profiller,"152.01.006*20MM FLANŞ PROFİLİ - MACUNLU(0,60),152.01.007*30MM FLANŞ PROFİLİ - MACUNLU(0,70)",3,"$35,234"
5099.0,QAMASH GROUP FOR UNIVERSAL CURTAINS - IRAK,IRAK,,9647704297856,https://linktr.ee/Qamsahgroup; https://www.instagram.com/qamashgroup/,"Baghdad, Iraq (Main showroom - Al-Karada area near B.M.W. company Baghdad)",,,,2,"$35,221"
5100.0,ALUBREMEN S.R.L.,İTALYA,,,,,,İçi boş profiller,ALÜMİNYUM PROFİL(BOY-ASIZ),2,"$35,206"
5101.0,ROLLITE SHADES,KANADA,,,,,,Profiller,ALÜMİNYUM }PROFİL,2,"$35,202"
5102.0,CLADMATE LTD,BİRLEŞİK KRALLIK,,,,,,Profiller,"60XE240X2.4B2X3000 21MM L PROF8AİL PRES AL2 ÜMİNYUM,KÖŞE PROFİLİ 3000MM PRES ALÜMİNYUM,40X140X2.4X3000MM 40MM +OMEGA PROFİLİ PRES ALÜM.,55X40X30X2.4X3000MM 40MM Z PROFİL PRES ALÜMİNYUM",5,"$35,192"
5103.0,KORA GMBH,ALMANYA,,,,,,Profiller,A020112-P ALUMİNYUM -PROFİL | A020112-P PRES ALUMİ-NYUM PROFİL | A020112-P PRES ALÜMİ-NYUM PROFİL,9,"$35,189"
5104.0,SOREXI,FAS,,,,,,Profiller,,13,"$35,163"
5105.0,ELAZ EOOD,BULGARİSTAN,elazeood@abv.bg,35956843084; 359899846669; 35956843034,https://www.elazbg.com,"gr.Burgas, ul. ""Yanko Komitov"" 30, Burgas 8000, Bulgaria",,Profiller,ALUMINYUM }SUPURGELIK,15,"$35,146"
5106.0,NE METALLHANDEL GMBH & CO.KG,ALMANYA,,,,,,İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ),3,"$35,136"
5107.0,ZES SYSTEMS B.V,HOLLANDA,,,,,,İçi boş profiller,ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL İÇİ- BOŞ | ALÜMİNYUM }PROFİL,1,"$35,127"
5108.0,LEMO TRADE EOOD,BULGARİSTAN,"[""office@lemotrade.com""]","[""0885 07 87 29"",""882 08 44 44"",""0878 46 92 72"",""0889 50 53 97""]","[""https://www.lemotrade.com""]","[""4000 Пловдив, Кукленско шосе 15"",""6001 Стара Загора, Пружинна 2"",""6600 Кърджали, бул. България 101""]",,Profiller,"40 MM TEZGAH BİTİM KAPAMA, L:600 MM TK, /MAT*40 MM WORKTOP END CAP SET 0,600 MM MATT | ALM. ÇİFT YÖNLÜ KAPI RAY PROFİLİ 2000 MM/ MAT ELOKSAL*FLX 30-90W SYSTEM ALM. RAIL 2000 MM MATT | ALM. ÇİFT YÖNLÜ KAPI RAY PROFİLİ 3000 MM/ MAT ELOKSAL*FLX 30-90W SYSTEM ALM. RAIL 3000 MM MATT | MİNİ SİSTEM SÜPÜRGELİK ALM.4000 MM İNOX*/MINI SISTEM ALM. SKIRTING 4000 MM INOX | TEZE2GAH A4BRA BİR21LEŞTİRM8AE ÇITASI 42 0 MM, L:600 MM MAT ELOKSAL*40 MM WORKTOP JOINING STRIP 0,600 MM MATT +ANODIZED | TEZE2GAH K4BÖŞE B21İRLEŞT�8A�RME ÇITAS2 I 40MM, L:600 MM MAT ELOKSAL*40 MM WORKTOP CORNER JOINING PROFILE 0,600+ MM MATT",2,"$35,113"
5109.0,SCI LE PAVILLON ST MICHEL,FRANSA,,,,,,,,1,"$35,105"
5110.0,DAR MAZI COMPANY,IRAK,Darmazicompany2010@gmail.com,9647509398000,https://www.darmazicompany.com,"Duhok, Duhok, Zari Land, Iraq; Iraq - Duhok - Duhok - Zari Land",,Profiller,"ATS HTE021*2X2 TELESKOPİK SAP,ATS HTE022/*2X2,5 TELESKOPİK SAP,ATS HTE023*2X3 TELESKOPİK SAP",9,"$35,101"
5111.0,WAREHOUSE MATERIAUX AFRIQUE,NİJER,,,,,,Profiller,"ALÜMİNYUM PROFİL (6M-T) | ALÜMİNYUM PROFİL (6MT),ALUMİNYUM PROFİL /(6MT) | ALÜMİNYUM PROFİL ELO-KSALLI",1,"$35,099"
5112.0,HERA JM EOOD,BULGARİSTAN,,"[""042612825""]",,"[""2 Mario Zhekov str., Fl. 4, Apt. 9, 6000, Stara Zagora, Bulgaria""]",,Profiller,ALUMINYUM }SUPURGELIK,1,"$35,093"
5113.0,ALL YOUR ENERGY SOLUTIONS,BELÇİKA,,,,,,Profiller,ALÜM.PROFİL,1,"$35,088"
5114.0,METALLICA SARL,İSVİÇRE,,,,,,İçi boş profiller,ALÜMİNYUM PROFİL (BO-YASIZ),27,"$35,064"
5115.0,LP - TRADING GMBH AUSTRIA,AVUSTURYA,"[""office@lp-trading.com""]","[""+43621230320"",""+4362123032020""]","[""https://www.lp-trading.com"",""https://www.lp-trading.com/kontakt/""]","[""Bahnhofstraße 5, 5201 Seekirchen am Wallersee, Austria""]",,Profiller | İçi boş profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER(BOYASIZ,ISI YALITIMI İÇERMEYEN)",2,"$35,053"
5116.0,GOLDEN DISTRUBITION COMPANY,ROMANYA,"[""office@gdc.ro""]","[""+40727887453""]","[""https://gdc.ro/""]","[""Str. Theodor Burca, Nr. 13, Slatina, Olt, 230050, Romania""]",,Çubuklar,ALUMINYUM ÇITA BUTIL-LI,5,"$35,043"
5117.0,INSIDE TRENNWANDSYSTEME GMBH,AVUSTURYA,"[""office@inside.at""]","[""+43 2236 232 32 0""]","[""https://inside.at/""]","[""Industriestraße 9, 2353 Guntramsdorf, Austria""]",,Profiller | İçi boş profiller,ALÜMİNYUM PROFİL (BOYALI) | ALÜMİNYUM PROFİL (EL-OKSALLI)*504 | ALÜMİNYUM PROFİL İÇİ BOŞ (BOYALI) | ALÜMİNYUM PROFİL İÇİ BOŞ (ELOKSALLI)*506/,23,"$35,038"
5118.0,MIROX DECOR LTD,BULGARİSTAN,"[""office@miroxdecor.com"",""office@е-miroxdecor.com""]","[""032 969 675"",""0899 105 422"",""0885 248 787"",""0893 521 905"",""0886 606 196"",""0899 106 919"",""0895 517 825""]","[""https://www.e-miroxdecor.com"",""https://www.miroxdecor.com"",""https://www.perdetaplovdiv.com""]","[""Пловдив, кв. Кършияка, ул. \""Анри Барбюс\"" 6А, 4003 Filipovo, Plovdiv, Bulgaria""]",,Profiller,ELR 102 ALÜMİNYUM PR-OFIL,13,"$35,031"
5119.0,DARYAL COMPANY,IRAK,,,,"Zakho, Iraq",,Profiller,"ATS HTE021*2X2 TELESKOPİK SAP,ATS HTE022/*2X2,5 TELESKOPİK SAP,ATS HTE023*2X3 TELESKOPİK SAP",5,"$35,027"
5120.0,ALUMINIUM PROFILE ENGINEERING,BİRLEŞİK KRALLIK,,,,,,Profiller,IHR-4 ALÜMİNYUM PROF-İL,3,"$35,010"
5121.0,ALLURE HABITAT,FRANSA,,,,,,Profiller,PRES ALÜMİNYUM PROFİ-L | RENKLİ BOYALI ALÜMİN-YUM PROFİL | RENKLİ BOYALI ALÜMİNYUM  PROFİL RAL 7016/ MAT,1,"$35,006"
5122.0,PRO GLASS MMC,AZERBEYCAN-NAHÇIVAN,,,,,,Profiller,ALÜMİNYUM PROFİL PRE-S,2,"$35,003"
5123.0,PRO-CON BURSTENTECHHNIK GMBH,ALMANYA,,,,,,Profiller,ALÜMİNYUM }PROFİL,11,"$34,989"
5124.0,SH.P.K.BINNI,KOSOVA,"[""info@binni.biz""]","[""+38344532531"",""+38345520205"",""+38345101852""]","[""https://www.binni.biz/""]","[""Rruga Garibaldi H9/1A 10000 PRISHTINE"",""Prishtinë Rr. L.Selo.1 Prishtinë - Ferizaj 10000, Prishtinë, Kosovë"",""Vushtrri Rr. Tony Blair Stanoc i Epërm 42000, Vushtrri, Kosovë"",""Prizren Rr. Ukë Bytyqi 20000, Prizren, Kosovë""]",,Profiller,BİNNİ PROFİL 220CM-,5,"$34,970"
5125.0,NITA PLAST SH.P.K.,KOSOVA,"[""info@nita-plast.com""]","[""+383 49 186 794"",""+383 45 172 777""]","[""https://nita-plast.com/""]","[""Rr. Besim Ndreca Shirokë, Suharekë 23000 Kosovë""]",,İçi boş profiller,ALÜMİNYUM PROFİL TEX-TURE,5,"$34,953"
5126.0,ALBAJRAK DOOEL SKOPJE,KUZEY MAKEDONYA CUMHURİYETİ,"[""info@albajrak.com"",""info@albajrak.com.mk""]","[""+38970234258"",""+491707650565"",""+491507650565""]","[""https://albajrak.com.mk/en/""]","[""ALBAJRAK Radovan Kovacevikj 1 br. 153 – D.P. br. 7 Singelikj, Skopje 1000 North Macedonia""]",,Profiller | İçi boş profiller,ALM.PROFIL} PAINT | GİYOTİN AKSESUAR TAK-IM,13,"$34,927"
5127.0,M DESIGNE LTD,GÜRCİSTAN,"[""contact@mdesign.ge""]","[""+995 225-39-21"",""+995 223-15-87""]","[""http://www.mdesign.ge""]","[""Mosashvili Street 11, Tbilisi, Georgia""]",,Profiller,ALÜMİNYUM PROFİL(BOY-ASIZ),1,"$34,917"
5128.0,TSB CONTRUCTION & INVESTMENTS DOO BEOGRAD,SIRBİSTAN,,"[""0117120800"",""0112888377"",""0113572778"",""0112421306"",""0117729300"",""0112466325"",""0453604761"",""089700000004"",""2196139186""]",,"[""Bulevar Mihajla Pupina 115 11070 Beograd Grad Beograd - Serbia""]",,Profiller,ALÜMİNYUM }AKSESUAR | ALÜMİNYUM }PROFİL,5,"$34,915"
5129.0,FAST GROUP,KIRGIZİSTAN,,,,,,Profiller,ALÜMINYUM }PROFIL | PROFİL BAĞLANTI AKSE-SUARLARI,16,"$34,915"
5130.0,SADAF COMPANYY,IRAK,,,,,,Profiller | İçi boş profiller,ALÜMİNYUM PROFİL,3,"$34,903"
5131.0,MOSKISLIDE SP. Z O.O.,POLONYA,,,,,,Profiller | İçi boş profiller,ELOKSAL KAPLAMALI PR-OFİL,5,"$34,900"
5132.0,FEAL D.O.O ZA PRERADU ALUMINIJA,BOSNA-HERSEK,"[""info@feal.ba"",""fe-al.mostar@feal.ba"",""banjaluka@feal.ba"",""sarajevo@feal.ba""]","[""+38739704269"",""+38739704358"",""+38736350640"",""+38736350641"",""+38733674936"",""+38751394205""]","[""https://feal.ba/""]","[""Trnska cesta 146, 88220 Široki Brijeg, Bosnia and Herzegovina""]",,Profiller,,2,"$34,873"
5133.0,FALKE METALL EOOD,BULGARİSTAN,"[""info@falkemetall.com""]","[""+359877922392"",""+4915257411452""]","[""https://www.falkemetall.com""]","[""Kaloyanovsko Shose, 6003 Stara Zagora, Bulgaria"",""България, гр. Стара Загора (6000), жк. Железкик, Загорка, бл. 24, ет. 7, ап. 46""]",,Profiller,MEKANİK İŞ ALÜMİNYUM- PROFİL,18,"$34,865"
5134.0,FOUROU KERBAI FERDINAND,KAMERUN,,,,,,,ELOKSAL/ALÜMİNYUM PR-OFİL (ELOKSALLI) | EPAS.GALVANIZED CEILING C PROFILE-3000/2/7*60*27/0.38 MM | EPAS.GALVANIZED CEILING U PROFILE-3000/2/0*28*20/0.35 MM | RENKLİ/ALÜMİNYUM PRO-FİL (BOYALI),6,"$34,845"
5135.0,PMA PARTITIONSA MANUFACTURIERS ASSOCIES,KANADA,,,,,,Profiller,,1,"$34,824"
5136.0,ALUM JAM IVAN,İRAN (İSLAM CUMHURIYETI),,,,,,Profiller,,54,"$34,818"
5137.0,"ALULUX GMBH MESSINGSSTRABE 16,D-033415 VERL",ALMANYA,,,,,,Profiller,,4,"$34,810"
5138.0,EXPOL-MB D.O.O,SIRBİSTAN,,"[""381216468718"",""4285888913"",""2789846800"",""760429900000""]","[""www.expol.co.rs""]","[""Laze Lazarevića 15, 21000 Novi Sad, Srbija"",""Rodoljuba Čolakovića 8, 21000 Novi Sad, Srbija""]",,Profiller,601.01.001*ALUMİNİUM- PROFİLE,6,"$34,794"
5139.0,DOROOB ALSALAMA CO.,LİBYA,,,,,,Profiller,"06 MM
ALÜMİNYUM
ÇITA- BUTİLLİ | 14 MM
ALÜMİNYUM
ÇITA- BUTİLLİ",1,"$34,782"
5140.0,SEPSI FACTORY FOR HOME AND OFFICE FURNITURE.,LİBYA,,,,,,Profiller,,1,"$34,729"
5141.0,EBOMAF GABON SA MR MAHAMADOU BONKOUNGOU,GABON,,,,,,Profiller,,2,"$34,715"
5142.0,AAMTAC COMPANY LTD.,SUUDİ ARABİSTAN,,,,,,Profiller,"HPS 2120HLP A00 600*PASPAS KENAR PROFİLİ/, PRES, PAHLI L, 1.3X21X20MM | HPS 2314ELP A01*PASPAS KENAR PROFİLİ, EL/OKSAL, PAHLI L, 1.2X23X14 | HPS 3919HTP A00*PASPAS ARA PROFİLİ, PRES/, PAHLI T, 1.3X39X18.5MM | HPSE2 39194BHTP A0021*PASPAS A8ARA PROFİL�2 �, PRES, PAHLI T, 1.3X39X18.5MM,HPS 2120HLP A00 600*PASPAS KENAR PR+OFİLİ, PRES, PAHLI L, 1.3X21X20MM",47,"$34,701"
5143.0,KAMELA SHPK,ARNAVUTLUK,"[""kamelashpk@gmail.com""]","[""+355682050298"",""+35547800766"",""0682050298""]","[""https://kamela.al""]","[""9MQ7+HJ9, Vorë, Albania"",""Autostrada Tiranë-Durrës, km 18-të, Vorë, Albania""]",,Profiller,ACCESSORİES SET*ACCE-SSORİES SET | ACCESSORİE}S SET | ALÜMİNYUM PROFİL (BO-YASIZ),5,"$34,698"
5144.0,ELEKTROTECHNIK MICHAEL FRITZ,ALMANYA,,,,,,,,1,"$34,680"
5145.0,SIL SPESSART INNOVATION GMBH,ALMANYA,,,,,,İçi boş profiller,ALÜMİNYUM PROFİL,1,"$34,666"
5146.0,ARASH AFRAKHTEH,BIRLEŞIK DEVLETLER,,,,,,Profiller,,1,"$34,652"
5147.0,AL GREEN D.O.O,SIRBİSTAN,"[""beograd@algreen.rs"",""nis@algreen.rs""]","[""+3810114407415"",""+381063581041"",""+381063581217"",""+381018540054""]","[""http://www.algreen.co.rs/""]","[""Poslovnica Niš Bulevar Svetog cara Konstantina 168 18000 Niš Srbija"",""Poslovnica Beograd Autoput za Novi Sad 296H 11080 Beograd-Zemun Srbija""]",,Profiller,ALUMINYUM PROFIL BOY-ALI | ALUMINYUM PROFIL ELO-KSAL | ALUMINYUM PROFIL PRE-S,3,"$34,651"
5148.0,KAFKASTUR GEORGIA LLC - USD,GÜRCİSTAN,"[""beqa-2008@mail.ru""]","[""3638106519"",""2880829057"",""2677611078""]",,"[""Sakartvelo, Batumi, Zubalashvilis K., No 22""]",,Profiller,8*18 TEKYÜZ ANTRASİT GRİ PROFİL*18-05P-5/003,32,"$34,638"
5149.0,ALUTRADING L.L.C,UKRAYNA,"[""alu-system@ukr.net""]","[""+380916177001"",""0916177001""]","[""https://www.ua-region.com.ua/en/39720320""]","[""23223, m. Vinnytsia, vul. Yanhelia, 4""]",,İçi boş profiller,ALÜMİNYUM ELOKSALLI -PROFİL,1,"$34,621"
5150.0,PROFSISTEMS LTD,BULGARİSTAN,"[""profsistems@abv.bg""]","[""0878505506""]",,"[""област София (столица), София 1220, район Надежда, ж.к. Надежда, бл. 117, вх. А, ет. 4, ап. 25""]",,Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ,KAĞ/IT KAPLANMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI,KAĞIT KAPLAN/MIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYASIZ,KAĞIT KAPLA/NMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ISI YALITIMLI ALÜMİNYUM PROFİL (BOYAL/I,KAĞIT KAPLANMAMIŞ) 2024/D1-00898  ** | ** ISI YALITIMLI ALÜMİNYUM PROFİL (BOYAL/I,KAĞIT KAPLANMIŞ) 2024/D1-00898  **",27,"$34,620"
5151.0,ALLIMEX GREEN POWER ROMANIA,ROMANYA,info@allimex-greenpower.eu; info.romania@allimex-greenpower.eu,40725922982; 40749161666; 3211460070,https://allimexgreenpower.com/,"Strada Piata Garii 4-5, etaj 1, 400394 Cluj-Napoca, Romania; Piata Garii 4-5 Et. 1, Cluj-Napoca, Cluj, Romania",,Profiller,ALÜMİNYUM PROFİL (169.600 ADET =6628 KİL/ODUR.) | ALÜMİNYUM PROFİL (31500 ADET =804 KG )/ | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL PRES (165.317 ADETTİR)/ | ALÜMİNYUM PROFİL PRES (240 ADET = 10 KİL/ODUR.) | ALÜMİNYUM }PROFİL | İÇİ BOŞ ALÜMİNYUM PR-OFİL,2,"$34,612"
5152.0,MESH PROFESSİONAL SYSTEMS D.O.O.-EUR,SIRBİSTAN,"[""office@mesh.rs""]","[""+381655513115"",""0902840469"",""3816555131"",""3649770406"",""3645810323"",""5224181967""]","[""https://www.mesh.rs"",""https://www.pergola.rs""]","[""Ugrinovački put 4. deo, broj 5, Zemun 11000 Beograd, Srbija""]",,Profiller,"ALÜMİNYUM PROFİL - BEYAZ,ALÜMİNYUM PROFİ/L - MAT ELOKSAL | ALÜMİNYUM PROFİL - BEYAZ,ALÜMİNYUM PROFİ/L - RENKLİ,ALÜMİNYUM PROFİL - PRES",2,"$34,592"
5153.0,ES  TURKMEN FORUM ',TÜRKMENİSTAN,,,,,,Profiller,,4,"$34,574"
5154.0,BIRSIN BATIMENT [MUSTAFA BİRSİN],FRANSA,,,,,,Profiller,,2,"$34,546"
5155.0,ROLO ENTERIER D.O.O.,KUZEY MAKEDONYA CUMHURİYETİ,"[""service@nbd.ltd"",""kontakt@roloenterier.mk""]","[""+38970233572"",""+0701324008243"",""+0708373374976"",""+0718602024141"",""+0721955789619"",""+0725057477427"",""3240082433"",""3733749762"",""2195578961"",""2505747742"",""0173773376"",""+027395039729"",""+03921568627"",""+01960784314"",""0196078431"",""+05882352941"",""+039215686275"",""+058823529412"",""+098039215686"",""+0392156862745""]","[""https://en.nbd.ltd/trader/info/NBDX2H177539440"",""https://roloenterier.mk/""]","[""ул. Интернационални Бригади бр. 1А, Автокоманда, Скопје, Р.С.Македонија""]",,Profiller,ALUMİNYUM }PROFİL,12,"$34,531"
5156.0,ETABLISSEMENTS AL-BURKAN IMPORT EXPORT,GİNE,,,,,,İçi boş profiller,"ALUMİNYUM ALAŞIMLARINDAN İÇİ BOŞ PROFİLL/ER (BOYASIZ, ISI YALITIMI İÇERMEYEN)",2,"$34,509"
5157.0,SC SCAFTEK SERV SRL,ROMANYA,"[""scaftek@gmail.com""]","[""0726425624"",""2775994246""]","[""https://scaftek.ro/""]","[""Strada Pompelor, Nr. 3, Ploieşti, Prahova, Romania"",""Str. Puţul cu Apă Rece nr. 18, Ploieşti, Prahova, Romania""]",,Profiller,ALUMİNYUM PROFİL PRES*ALUMİNYUM PROFİL P/RES,1,"$34,500"
5158.0,MILAN VERANDA S,HOLLANDA,,,,,,Profiller,ALÜMİNYUM PROFİLLER--BOYALI,2,"$34,478"
5159.0,FOR SOLAR SRO,SLOVAKYA,,,,,,İçi boş profiller,İŞLENMİŞ ALÜMİNYUM A-KSESUARLARI,5,"$34,475"
5160.0,MEBA CONTRACTINGD.O.O.,HIRVATİSTAN,,,,,,Profiller,"A.P.BD DİĞER RENK BOYALI AL. PROFİL,A.P./P PRES AL. PROFİL | ALM.PROFIL ELOKSAL // / AK-P5 PARLAK NAT/UREL // AK-P5 // 10 MİK",1,"$34,472"
5161.0,SC GARDECOR SRL,MOLDOVA,,,,,,Profiller,ALUMİNYUM }PROFİL | ALÜMİNYUM }PROFİL,21,"$34,413"
5162.0,FRIENDS GROUP LLC,AZERBEYCAN-NAHÇIVAN,,,,,,Profiller,ALUMINYUM PROFILLER -(BOYASIZ),33,"$34,404"
5163.0,ALUMETAL LLC,BİRLEŞİK ARAP EMİRLİKLERİ,,,,,,Profiller,"ALUMINYUM PRES PROFIL | ALÜMİNYUM PROFİL,ALÜMİNYUM PRES PROFİL/",1,"$34,402"
5164.0,INSULATED DOORS INDUSTRIAL FACTORY,SUUDİ ARABİSTAN,,,,,,Profiller,,5,"$34,399"
5165.0,A.M.G PERGOLA LTD,İSRAİL,,,,,,Profiller | İçi boş profiller,İŞLENMİŞ ALÜMİNYUM P-ROFİL,5,"$34,388"
5166.0,INOX STUDIO,GÜRCİSTAN,"[""info@inoxstudio.com""]","[""(595) 28 02 72"",""(598) 45 85 95""]","[""http://www.inoxstudio.com""]","[""6v Libani St, Tbilisi, Georgia""]",,Profiller,AL.PRF.7004.0001*MEKANİK İŞLEM GÖRMÜŞ AL/ÜMİNYUM ELOKSALLI PROFİL | AL.PRF.7005.0001*MEKANİK İŞLEM GÖRMÜŞ AL/ÜMİNYUM ELOKSALLI PROFİL,1,"$34,377"
5167.0,STE KAMMOUN DE FOURNITURES,TUNUS,,,,,,Profiller,,1,"$34,372"
5168.0,EFEL MOTORS DOO,KARADAĞ,,,,,,Profiller,ALÜMİNYUM PROFİL(BOYASIZ/KAPLAMASIZ/İZOL/ASYONSUZ) | ALÜMİNYUM }PROFİL,2,"$34,370"
5169.0,USTA&PARTNER BESCHICTUNGSSYSTEME GMBH,ALMANYA,,,,,,,ALUMİNYUM ALAŞIMLARINDAN PROFİLLER [2494/8.00 MT] | ALUMİNYUM ALAŞIMLARINDAN PROFİLLER [347./00 MT] | ALUMİNYUM ALAŞIMLARINDAN PROFİLLER [743./00 MT],2,"$34,344"
5170.0,SCHNEIDER ELECTRIC ENERGY UK LTD,BİRLEŞİK KRALLIK,,,,,,Profiller,E9650280_ IO*ALUM. U-ZUN   L PROFİL,13,"$34,326"
